,f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
33763,Zhexue,Bishr,F,641,511-9540,TITONKA,IA,50480,M,Y,15000,2.479763,0,80,40
33764,Monika,Roantree,F,417,111-4997,SAINT ELIZABETH,MO,65075,S,Y,60000,6.0,2100,0,1200
33765,Valentino,Comellas,F,310,881-2702,LOS ANGELES,CA,90096,M,N,75000,9.3,0,174,0
33766,Angotti,Iverson,M,308,715-5961,ADAMS,NE,68301,M,N,30000,6.84,0,206,0
33767,Dongshik,Viney,F,516,616-4521,HENDERSON,NY,13650,M,N,5000,4.0,0,0,0
33768,Geard,Kawanobe,M,203,787-5444,HARWINTON,CT,6791,S,N,95000,5.0,12750,0,0
33769,Alan,Thalheim,M,605,864-8369,WILLOW LAKE,SD,57278,S,Y,80000,0.0,0,0,0
33770,Zhuojun,Ruamviboonsuk,M,913,267-6847,THAYER,KS,66776,S,N,90000,6.45,2250,0,0
33771,Ramarao,Rofougaran,F,603,620-6528,GREENFIELD,NH,3047,S,Y,85000,0.0,0,0,0
33772,Anderla,Deokar,F,808,514-5878,HONOLULU,HI,96847,S,Y,10000,2.8421054,1040,0,1040
33773,Bongki,Jaynes,M,712,649-5032,QUIMBY,IA,51049,S,Y,10000,1.7078737,40,0,40
33774,Jinsong,Isern,M,816,507-8230,WILLIAMSTOWN,MO,63473,S,Y,60000,6.0,2100,0,1200
33775,Dany,Martindale,M,502,635-6891,AUGUSTA,KY,41002,M,Y,60000,5.166667,0,40,20
33776,Shalini,Petereit,F,580,415-2456,STILLWATER,OK,74074,S,Y,45000,6.25,1000,0,1000
33777,Sallie,Gheorghiu,M,540,406-4543,RICHMOND,VA,23276,S,N,60000,5.75,900,0,0
33778,Tich,Pham,F,775,783-5751,LAS VEGAS,NV,89124,S,Y,55000,0.0,0,0,0
33779,Gisbert,Molzberger,M,641,591-8182,HONEY CREEK,IA,51542,M,Y,45000,7.111101,0,80,40
33780,Ognian,Mohrherr,F,603,784-5144,WARREN,NH,3279,M,N,55000,0.0,0,0,0
33781,Torkel,Magalhaes,F,617,253-2599,OAKHAM,MA,1068,S,Y,30000,5.3,3575,0,1000
33782,HongJiang,Mackie,F,702,739-7269,INCLINE VILLAGE,NV,89451,S,Y,80000,0.0,0,0,0
33783,Joydip,Braams,F,731,325-6286,SOUTHSIDE,TN,37171,M,Y,80000,0.0,0,0,0
33784,Sahar,Milicia,M,907,691-2130,FORT YUKON,AK,99740,M,N,70000,0.0,0,0,0
33785,Kimon,Soreide,M,985,863-4862,ARCADIA,LA,71001,M,Y,90000,6.0,0,9000,1000
33786,Tanya,Heiken,F,718,818-5492,BROOKLYN,NY,11251,S,Y,100000,4.5329266,0,0,1000
33787,Wojceich,Caine,F,662,709-1147,HAZLEHURST,MS,39083,S,N,5000,3.0,6000,0,0
33788,Iko,Abb,M,605,195-2823,ROSCOE,SD,57471,S,N,85000,0.0,0,0,0
33789,Tushar,Woerkom,F,773,654-7765,MACKINAW,IL,61755,S,Y,10000,3.0,2000,0,2000
33790,Alfs,Sanglu,M,301,790-8491,OXON HILL,MD,20750,M,N,85000,4.75,0,4800,0
33791,Marten,Minea,F,304,381-4617,COOL RIDGE,WV,25825,S,Y,60000,6.5,2000,0,2000
33792,Krasimir,Edman,F,928,721-6263,TUCSON,AZ,85715,S,N,35000,3.2575,2100,0,0
33793,Claudius,Sherrell,F,508,735-3060,LOWELL,MA,1850,M,Y,15000,5.3,0,7150,1000
33794,Val,Konikowska,F,817,534-4284,SAN ANTONIO,TX,78209,S,Y,30000,0.0,0,0,0
33795,Lakshman,Beukering,F,920,629-1290,FOX LAKE,WI,53933,M,N,80000,5.836415,0,1400,0
33796,Grzegorz,Brlek,F,417,239-7731,HAYTI,MO,63851,M,N,20000,6.0,0,4200,0
33797,Emanuela,Francisci,M,501,140-2519,SAINT FRANCIS,AR,72464,S,Y,90000,7.0,20,0,20
33798,Lodewijk,Furlanello,F,608,866-9604,CASCO,WI,54205,S,N,55000,5.4020367,700,0,0
33799,Bud,Bottreau,F,603,415-2847,MARLOW,NH,3456,S,N,95000,0.0,0,0,0
33800,Anoosh,Blaschka,M,918,222-2791,MIAMI,OK,74355,S,Y,40000,6.25,1000,0,1000
33801,Ozan,Katona,F,305,848-6355,MELROSE,FL,32666,S,N,65000,0.0,0,0,0
33802,IJsbrand,Moonen,M,207,325-2354,WALDOBORO,ME,4572,M,Y,70000,8.5,0,5700,2850
33803,Setsuo,Veljan,M,918,375-4418,BARTLESVILLE,OK,74006,S,Y,20000,6.25,1000,0,1000
33804,Thies,Ornburn,F,404,426-9014,PITTS,GA,31072,M,N,10000,6.0,0,5400,0
33805,Juzhen,Zheng,M,878,594-4123,LECKRONE,PA,15454,S,N,25000,3.07,0,0,0
33806,Brigham,Burgett,M,562,234-9921,SAN FRANCISCO,CA,94139,M,N,20000,4.2297716,0,174,0
33807,Zongyan,Moilanen,M,860,946-4971,NEW HAVEN,CT,6521,M,Y,45000,5.0,0,24500,0
33808,Shai,Brookson,F,616,682-2213,MARENISCO,MI,49947,M,N,55000,3.9,0,6200,0
33809,Mamede,Caudill,F,603,630-7331,EXETER,NH,3833,S,Y,75000,0.0,0,0,0
33810,Ayako,Protzel,M,910,802-5341,CHARLOTTE,NC,28255,M,Y,25000,6.256993,0,6600,3300
33811,Pascale,Kaisler,F,763,310-6010,SAINT PAUL,MN,55108,M,N,100000,7.85,0,6600,0
33812,Mirela,Keen,F,254,923-4150,GRAFORD,TX,76449,M,Y,60000,0.0,0,0,0
33813,Amaryllis,Vassalos,F,787,147-8399,GUAYNABO,PR,969,S,Y,25000,0.0,0,0,0
33814,Jisook,Broadwell,M,660,336-3206,KANSAS CITY,MO,64131,S,N,45000,6.0,2100,0,0
33815,Vojislav,Lampen,M,605,672-6360,TURTON,SD,57477,S,Y,70000,0.0,0,0,0
33816,Theirry,Wickline,F,646,870-4946,LEE CENTER,NY,13363,S,Y,75000,4.3881097,0,0,1000
33817,Chengchang,Murdock,M,216,708-4998,WEST MANCHESTER,OH,45382,M,Y,60000,2.537718,0,2600,1300
33818,Charles,Moncrieff,F,202,238-3514,WASHINGTON,DC,20042,M,Y,95000,9.0,0,2740,1370
33819,Jirel,Mitsui,M,808,860-2897,LIHUE,HI,96766,M,N,10000,2.8421054,0,2080,0
33820,Asher,Nikander,M,401,124-1277,CAROLINA,RI,2812,S,Y,90000,0.0,0,0,0
33821,Akshar,Pedrotti,M,912,155-4969,PINEVIEW,GA,31071,M,N,55000,6.0,0,5400,0
33822,Hiromitsu,Boursier,F,302,534-9762,WILMINGTON,DE,19896,M,N,65000,5.95,0,220,0
33823,Tong,Sybre,F,405,477-9258,OKAY,OK,74446,S,N,50000,6.25,1000,0,0
33824,Carson,Araya,F,814,934-4772,MONESSEN,PA,15062,S,N,30000,3.07,0,0,0
33825,Vittorio,Eid,F,435,405-7405,SALT LAKE CITY,UT,84165,S,N,40000,7.0,2475,0,0
33826,Ronitt,Inenaga,F,580,992-5032,MORRISON,OK,73061,M,Y,55000,6.25,0,2000,1000
33827,Huo,Dave,F,410,643-2998,BOWIE,MD,20719,S,N,80000,4.75,2400,0,0
33828,Changsik,Linusson,M,302,632-6356,MILLSBORO,DE,19966,M,N,30000,3.9045453,0,220,0
33829,Hosame,Haugan,M,586,426-8583,KALAMAZOO,MI,49003,M,Y,55000,3.9,0,6200,3100
33830,Nai,Stessman,M,870,511-8547,NORTH LITTLE ROCK,AR,72199,S,N,65000,7.0,20,0,0
33831,Kohji,Daly,F,269,653-5995,DETROIT,MI,48235,S,N,5000,3.9,3100,0,0
33832,Marcelino,Ariyoshi,F,615,681-7097,CARTHAGE,TN,37030,M,Y,5000,0.0,0,0,0
33833,Dunren,Waligora,F,920,221-1711,RIDGELAND,WI,54763,M,N,5000,4.6,0,1400,0
33834,Davi,Forin,F,774,330-2514,PEABODY,MA,1961,M,N,20000,5.3,0,7150,0
33835,Phoebe,Czap,M,808,338-3456,KAPAA,HI,96746,M,Y,60000,8.25,0,2080,1040
33836,Eytan,Ittner,M,401,438-3600,WESTERLY,RI,2891,S,Y,65000,0.0,0,0,0
33837,Terresa,Musliner,M,505,248-9078,FORT WINGATE,NM,87316,M,N,75000,5.3,0,6600,0
33838,Yehudit,Tahar,M,603,292-2170,CAMPTON,NH,3223,M,Y,45000,0.0,0,0,0
33839,Radha,Katzenberg,M,304,532-2598,PRINCETON,WV,24740,S,N,60000,6.5,2000,0,0
33840,Hatim,Cenzer,M,315,129-3924,ALBANY,NY,12243,S,Y,65000,4.330183,0,0,1000
33841,Claudia,Gumb,M,605,107-5093,VOLIN,SD,57072,S,N,40000,0.0,0,0,0
33842,Adarsh,Narwekar,F,781,198-2358,WELLFLEET,MA,2667,S,Y,15000,5.3,3575,0,1000
33843,Foster,Keohane,F,920,798-3174,JUNCTION CITY,WI,54443,S,N,25000,4.880782,700,0,0
33844,Aristotle,Zukowski,M,505,897-3770,SACRAMENTO,NM,88347,M,N,35000,5.3,0,6600,0
33845,Budi,Dniestrowski,M,201,404-4076,WESTVILLE,NJ,8093,M,N,55000,1.9519792,0,2000,0
33846,Michele,Cardinael,M,603,343-5495,MADISON,NH,3849,M,N,10000,0.0,0,0,0
33847,Bartolomeo,Rayside,F,414,878-3916,BAYFIELD,WI,54814,M,Y,60000,5.488912,0,1400,400
33848,Wafik,Lawry,M,409,237-9871,PARIS,TX,75462,S,Y,90000,0.0,0,0,0
33849,Seraffin,Tisdall,M,302,137-7600,DAGSBORO,DE,19939,M,Y,50000,5.268182,0,220,110
33850,Alfonz,Kadakuntla,M,203,693-1983,WOODSTOCK,CT,6281,S,N,65000,5.0,12750,0,0
33851,Guoxiang,Lelouche,F,701,906-2246,CASSELTON,ND,58012,M,Y,15000,2.1,0,6600,3300
33852,Nagabhushana,Mugridge,M,904,125-9925,MIAMI,FL,33193,S,N,30000,0.0,0,0,0
33853,Marisa,Carapuca,M,920,250-9973,AVOCA,WI,53506,S,Y,85000,5.9232907,700,0,400
33854,Aslihan,Bromley,M,732,918-4603,LEDGEWOOD,NJ,7852,M,N,45000,1.7942708,0,2000,0
33855,Tejwansh,Heyman,M,580,595-7496,OKLAHOMA CITY,OK,73128,S,Y,45000,6.25,1000,0,1000
33856,Yechezkel,Lambe,F,580,309-1483,ASHER,OK,74826,S,Y,20000,6.25,1000,0,1000
33857,Anand,Wigderson,M,573,496-8362,LIGUORI,MO,63057,M,N,25000,6.0,0,4200,0
33858,Kishan,Zaidi,F,302,632-4747,MILLSBORO,DE,19966,S,Y,95000,5.95,110,0,110
33859,Eric,Iscoe,M,215,758-3390,LEETSDALE,PA,15056,S,Y,95000,3.07,0,0,0
33860,Wenjun,Barbosa,M,724,479-9744,PRICEDALE,PA,15072,M,N,10000,3.07,0,0,0
33861,Shirlei,Gursoy,M,606,719-9751,SECO,KY,41849,M,Y,30000,3.5,0,40,20
33862,Arlette,Sekita,M,206,378-9147,AUBURN,WA,98002,M,N,80000,0.0,0,0,0
33863,Zhiyuan,Szygenda,F,301,780-9976,ANNAPOLIS JUNCTION,MD,20701,S,N,10000,4.75,2400,0,0
33864,Huanxu,Coors,F,478,732-2666,TRION,GA,30753,S,N,80000,6.0,2700,0,0
33865,Tsunenori,Kyung,F,256,695-6848,DOTHAN,AL,36305,M,Y,50000,5.0,0,3000,300
33866,Persi,Paillier,M,919,990-9316,BATTLEBORO,NC,27809,S,Y,65000,7.0961537,3300,0,3300
33867,Traugot,Wynblatt,M,307,625-4407,OTTO,WY,82434,M,Y,60000,0.0,0,0,0
33868,Katsuya,Menhoudj,M,703,326-5508,ARLINGTON,VA,22245,S,Y,15000,5.214286,900,0,900
33869,Chrisila,Melville,M,256,712-2918,HAMILTON,AL,35570,M,N,100000,5.0,0,3000,0
33870,Haruhisa,Hamblen,M,816,605-5259,INDEPENDENCE,MO,64052,M,Y,45000,6.0,0,4200,1200
33871,Zmago,Donjerkovic,F,907,691-5239,TOKSOOK BAY,AK,99637,M,N,75000,0.0,0,0,0
33872,Bibhuti,Keutzer,F,919,365-6328,CORAPEAKE,NC,27926,M,Y,10000,6.0,0,6600,3300
33873,Hosahalli,Klawonn,F,917,669-7814,BUFFALO,NY,14223,S,N,25000,4.0984755,0,0,0
33874,Cherif,Reiterman,M,314,401-7513,LOCKWOOD,MO,65682,S,N,45000,6.0,2100,0,0
33875,Greet,Radwan,F,630,803-4901,HAZEL CREST,IL,60429,S,Y,35000,3.0,2000,0,2000
33876,Matthias,Balboni,M,401,562-5358,ROCKVILLE,RI,2873,M,Y,5000,0.0,0,0,0
33877,Zhanqiu,Hellinck,F,864,207-5714,CHESTER,SC,29706,S,Y,95000,7.0,3300,0,3300
33878,Leszek,Kakuma,M,801,739-8568,SALT LAKE CITY,UT,84131,S,Y,15000,7.0,2475,0,2475
33879,Constantinos,Anguita,M,208,175-7536,ATOMIC CITY,ID,83215,M,N,30000,7.8,0,6600,0
33880,Viv,Giachin,F,207,435-7333,MECHANIC FALLS,ME,4256,S,Y,70000,8.5,2850,0,2850
33881,Trebor,Kaminger,F,405,288-2579,LEFLORE,OK,74942,S,N,45000,6.25,1000,0,0
33882,Saul,Papelis,M,206,284-5468,KINGSTON,WA,98346,M,N,30000,0.0,0,0,0
33883,Ronnie,Brightwell,F,580,177-2995,HENNEPIN,OK,73444,S,N,80000,6.25,1000,0,0
33884,Candida,Onaga,M,859,408-2774,COVINGTON,KY,41019,M,Y,95000,6.0,0,40,20
33885,Kunio,Noga,F,787,605-1694,AGUIRRE,PR,704,M,Y,65000,0.0,0,0,0
33886,Padhraic,Benzaken,M,432,762-2646,LAREDO,TX,78046,S,N,10000,0.0,0,0,0
33887,Urban,Meurs,M,913,937-5575,ERIE,KS,66733,M,Y,45000,6.45,0,4500,2250
33888,Silviu,Nordbotten,F,520,266-1143,GOLD CANYON,AZ,85118,M,Y,60000,3.645,0,4200,2300
33889,Lorrie,Wohlfarth,F,913,874-4907,LORRAINE,KS,67459,M,Y,35000,6.45,0,4500,2250
33890,Toshiya,Coron,M,862,119-5917,DELAWARE,NJ,7833,S,N,10000,1.4,1000,0,0
33891,Muffy,Meidanis,M,787,168-7504,ARECIBO,PR,613,S,N,5000,0.0,0,0,0
33892,Maitham,Collins,F,303,626-3058,DIVIDE,CO,80814,S,N,75000,4.63,0,0,0
33893,Masaru,Rugge,F,256,488-8515,MARBURY,AL,36051,S,Y,40000,5.0,1500,0,300
33894,Chittur,Parisi,M,320,380-5269,ANGORA,MN,55703,M,Y,5000,5.35,0,6600,3300
33895,Tsun,Heffernan,M,401,702-5483,ASHAWAY,RI,2804,M,Y,50000,0.0,0,0,0
33896,Velimir,Pietro,M,802,545-9017,HINESBURG,VT,5461,M,Y,95000,4.8951945,0,6600,3300
33897,Liba,Ampratwum,M,414,575-7385,ADAMS,WI,53910,M,N,75000,5.7495394,0,1400,0
33898,Dipen,Ercolani,F,405,880-9092,TULSA,OK,74157,S,N,100000,6.25,1000,0,0
33899,Stefanka,Goos,M,202,709-8461,WASHINGTON,DC,20241,S,N,55000,9.0,1370,0,0
33900,Eugeniusz,Schleiermacher,M,802,939-6973,EAST ARLINGTON,VT,5252,S,N,50000,3.9998987,3300,0,0
33901,Kaninda,Zeroual,M,224,561-6433,MALDEN,IL,61337,M,Y,55000,3.0,0,4000,2000
33902,Wensheng,Soinard,F,907,458-3770,NAKNEK,AK,99633,S,N,10000,0.0,0,0,0
33903,Ryouji,Avouris,F,931,603-9376,FRANKLIN,TN,37064,M,N,35000,0.0,0,0,0
33904,Gopi,Cedergren,F,302,772-4834,BETHANY BEACH,DE,19930,M,Y,25000,3.5636363,0,220,110
33905,Arvin,Karasan,F,808,838-6556,HOLUALOA,HI,96725,M,Y,80000,8.25,0,2080,1040
33906,Mansour,Lucas,F,720,129-4548,COLORADO SPRINGS,CO,80907,S,Y,40000,4.63,0,0,0
33907,Tapan,Givaty,M,229,118-1173,UNION CITY,GA,30291,S,N,75000,6.0,2700,0,0
33908,Thibault,Tuncel,F,980,797-6569,COLFAX,NC,27235,M,Y,65000,7.0961537,0,6600,3300
33909,Oguz,Macrosson,F,787,656-7045,BAYAMON,PR,956,S,N,60000,0.0,0,0,0
33910,Radu,Galatescu,M,307,883-2620,EVANSVILLE,WY,82636,S,N,55000,0.0,0,0,0
33911,Iiro,Whitebread,F,225,322-5468,METAIRIE,LA,70002,S,Y,25000,6.0,4500,0,1000
33912,Kilnam,Vrckovnik,F,605,381-9628,LEOLA,SD,57456,S,N,50000,0.0,0,0,0
33913,Hany,Monneau,F,208,689-9150,ARCO,ID,83213,S,Y,20000,6.948391,3300,0,3300
33914,Walter,Varghese,M,307,241-3269,AUBURN,WY,83111,M,N,20000,0.0,0,0,0
33915,Piyush,Maciel,M,503,137-2148,PORTLAND,OR,97232,S,N,65000,9.0,159,0,0
33916,Vagan,Serbanati,M,928,387-6646,HAPPY JACK,AZ,86024,M,N,10000,2.87,0,4200,0
33917,Vitus,Gyorkos,M,701,420-5111,MCVILLE,ND,58254,S,Y,85000,2.7410512,3300,0,3300
33918,Anontonio,Noordermeer,F,505,450-3370,SHIPROCK,NM,87420,M,N,55000,5.3,0,6600,0
33919,Taisuke,Lebib,M,501,749-2767,VILONIA,AR,72173,S,N,5000,1.3826939,20,0,0
33920,Bindu,Staggers,M,308,355-5491,DAYKIN,NE,68338,M,Y,70000,6.84,0,206,103
33921,Yucel,Bien,M,906,923-4666,KINGSLEY,MI,49649,M,Y,15000,3.9,0,6200,3100
33922,Ryotaro,Johnsson,M,603,285-6840,GRAFTON,NH,3240,M,N,60000,0.0,0,0,0
33923,Benedita,Romero,F,417,507-7714,GENTRY,MO,64453,S,N,45000,6.0,2100,0,0
33924,Madhan,Dunzinger,M,202,471-4319,WASHINGTON,DC,20007,S,N,5000,4.5,1370,0,0
33925,Gila,Csaba,M,225,169-8880,BOYCE,LA,71409,M,Y,30000,6.0,0,9000,1000
33926,Pratyush,Andrade,F,434,900-8573,ROANOKE,VA,24031,S,Y,95000,5.75,900,0,900
33927,Fangqing,Nitadori,M,812,615-7054,INDIANAPOLIS,IN,46240,M,Y,15000,3.4,0,2000,1000
33928,Heike,Hervatic,M,240,623-8328,TYASKIN,MD,21865,M,N,55000,4.75,0,4800,0
33929,Talel,Razaz,F,307,632-3223,WALCOTT,WY,82335,S,Y,10000,0.0,0,0,0
33930,Taghi,Brunovsky,F,574,401-8389,INDIANAPOLIS,IN,46237,M,Y,70000,3.4,0,2000,1000
33931,Enoch,Hammerl,F,812,370-9443,NEW HARMONY,IN,47631,M,N,20000,3.4,0,2000,0
33932,Peder,Pinckney,F,787,958-7381,GUANICA,PR,653,S,N,40000,0.0,0,0,0
33933,Prodip,Kurakake,M,815,306-9663,CHICAGO,IL,60680,M,N,80000,3.0,0,4000,0
33934,Vinit,Gouy,F,815,856-2263,HINSDALE,IL,60570,M,Y,45000,3.0,0,4000,2000
33935,Collette,Keirsey,F,413,689-4019,WESTFORD,MA,1886,M,N,25000,5.3,0,7150,0
33936,Teemu,Zolotykh,M,802,525-3941,NORTH SPRINGFIELD,VT,5150,S,Y,75000,4.4972854,3300,0,3300
33937,Manton,Kubert,F,603,565-4556,WONALANCET,NH,3897,S,N,30000,0.0,0,0,0
33938,Elham,Abbod,M,440,570-6599,AKRON,OH,44304,S,N,90000,3.533564,1300,0,0
33939,Christiane,Potharst,F,802,845-9427,BARTON,VT,5822,M,N,60000,4.1988535,0,6600,0
33940,Howard,Leufke,M,951,420-6632,BURBANK,CA,91502,S,Y,35000,7.7709284,87,0,272
33941,Yoshimoto,Bate,M,314,267-2717,LEWISTOWN,MO,63452,M,Y,45000,6.0,0,4200,1200
33942,Kazue,Bleichenbacher,F,732,692-1000,GARFIELD,NJ,7026,M,Y,80000,2.34625,0,2000,1500
33943,Jihong,Scheepers,M,206,953-6570,MILTON,WA,98354,S,Y,45000,0.0,0,0,0
33944,Landon,Luks,M,610,307-4029,SPRINGFIELD,PA,19064,S,N,5000,3.07,0,0,0
33945,Xiaowei,Neidhardt,F,605,915-1424,TULARE,SD,57476,M,Y,75000,0.0,0,0,0
33946,Rongdong,Whitlock,F,406,749-7898,GOLD CREEK,MT,59733,S,Y,75000,6.9,1900,0,1900
33947,Seonghee,Houtsma,M,231,970-4555,CORAL,MI,49322,M,Y,45000,3.9,0,6200,3100
33948,Junichiro,Luks,F,302,325-6391,WILMINGTON,DE,19801,S,N,25000,3.5636363,110,0,0
33949,Dorbin,Ravindranathan,F,787,261-3350,PUNTA SANTIAGO,PR,741,M,Y,65000,0.0,0,0,0
33950,Akeno,Ariyoshi,M,573,243-4252,INDEPENDENCE,MO,64056,S,N,50000,6.0,2100,0,0
33951,Hongzhong,Schlattmann,M,802,772-1400,BRANDON,VT,5733,M,N,35000,3.7014668,0,6600,0
33952,Nicklas,Marrevee,F,980,866-7331,RONDA,NC,28670,S,Y,70000,7.201049,3300,0,3300
33953,Satoshi,Dou,M,260,281-7031,KURTZ,IN,47249,S,N,60000,3.4,1000,0,0
33954,Leroy,Crvenkovic,M,401,715-9547,KINGSTON,RI,2881,M,N,25000,0.0,0,0,0
33955,Charles,Selenyi,F,318,453-2443,LAKE CHARLES,LA,70601,S,N,20000,4.4,4500,0,0
33956,Lindley,Lutrell,F,719,624-7611,ROCKVALE,CO,81244,S,N,45000,4.63,0,0,0
33957,Elwyn,Karstu,F,616,510-7862,BROOKLYN,MI,49230,M,Y,50000,3.9,0,6200,3100
33958,Romuald,Levergood,F,830,239-1457,GALVESTON,TX,77553,S,N,15000,0.0,0,0,0
33959,Bian,Scharstein,F,636,626-9893,WINDYVILLE,MO,65783,S,Y,40000,6.0,2100,0,1200
33960,Czeslaw,Masand,F,304,144-9051,DIANA,WV,26217,S,N,45000,5.45,2000,0,0
33961,Jyrki,Abarbanel,M,603,802-3910,GREENLAND,NH,3840,M,N,95000,0.0,0,0,0
33962,Raghu,Zhongxiu,F,605,346-8327,HAMILL,SD,57534,S,Y,15000,0.0,0,0,0
33963,Richmond,Birnbaum,F,954,588-2796,TAMPA,FL,33660,S,Y,90000,0.0,0,0,0
33964,Shlomi,Schurmann,M,320,117-6082,OSSEO,MN,55569,S,N,15000,5.35,3300,0,0
33965,Temple,Strivastav,F,225,642-6151,CASTOR,LA,71016,M,Y,55000,6.0,0,9000,1000
33966,Deepika,Zucker,M,802,185-5736,MONTPELIER,VT,5604,M,Y,35000,3.7014668,0,6600,3300
33967,Mayez,Kirihata,F,507,347-8337,BRIMSON,MN,55602,M,Y,35000,6.1232123,0,6600,3300
33968,Huaxiong,Mottet,F,931,963-4893,LACONIA,TN,38045,S,Y,55000,0.0,0,0,0
33969,Bassem,Tano,F,212,167-6666,BLACK RIVER,NY,13612,M,Y,55000,4.272256,0,0,1000
33970,Gustave,Chander,F,843,252-1773,CHAPPELLS,SC,29037,S,N,70000,7.0,3300,0,0
33971,Xue,Nishanov,M,310,445-3468,PLATINA,CA,96076,M,N,20000,4.2297716,0,174,0
33972,Adele,Leonidas,F,202,371-9859,WASHINGTON,DC,20073,M,N,40000,9.0,0,2740,0
33973,Cornelis,Ratuski,F,316,308-4172,PARADISE,KS,67658,S,Y,55000,6.45,2250,0,2250
33974,Holgard,Wettschereck,M,701,981-7792,NEW TOWN,ND,58763,S,Y,5000,2.1,3300,0,3300
33975,Ken'ichi,Sarstedt,M,502,875-3807,CHAPPELL,KY,40816,M,N,10000,2.3888888,0,40,0
33976,Yosihisa,Rauzy,F,727,688-1880,POMPANO BEACH,FL,33063,M,N,65000,0.0,0,0,0
33977,Bon,Lugannani,F,281,363-7055,ARLINGTON,TX,76006,S,Y,25000,0.0,0,0,0
33978,Nikolaus,Avouris,F,219,162-3181,PARIS CROSSING,IN,47270,M,N,60000,3.4,0,2000,0
33979,Uminder,Stahl,F,208,114-3392,PAYETTE,ID,83661,S,N,65000,7.8,3300,0,0
33980,Costas,Martelli,M,406,391-5044,ROUNDUP,MT,59073,M,Y,60000,6.9,0,3800,1900
33981,Andres,Galatescu,M,201,395-1939,MONTVILLE,NJ,7045,S,Y,85000,2.4251041,1000,0,1500
33982,Kijoo,Wilhelm,M,843,767-6891,YORK,SC,29745,M,Y,100000,7.0,0,6600,3300
33983,Scott,Cavalieri,F,843,734-9476,SCRANTON,SC,29591,M,Y,75000,7.0,0,6600,3300
33984,Margarida,Cestnik,M,701,704-6123,COGSWELL,ND,58017,S,Y,5000,2.1,3300,0,3300
33985,Ard,Tahe,F,907,865-2486,SOLDOTNA,AK,99669,M,N,95000,0.0,0,0,0
33986,Yamin,Giacobazzi,M,208,589-6119,BAYVIEW,ID,83803,M,Y,55000,7.8,0,6600,3300
33987,Zin,Schrift,F,202,158-3268,WASHINGTON,DC,20310,S,Y,15000,5.625,1370,0,1370
33988,Rafail,Subbalakshmi,F,262,570-2103,PACKWAUKEE,WI,53953,S,Y,55000,5.4020367,700,0,400
33989,Jichang,Wohlfarth,M,504,282-6123,SIBLEY,LA,71073,S,Y,10000,2.0,4500,0,1000
33990,Zurab,Emmes,M,913,727-8971,KENSINGTON,KS,66951,S,N,40000,6.45,2250,0,0
33991,Harley,Sawyers,F,606,405-9422,GRAYS KNOB,KY,40829,M,N,60000,5.166667,0,40,0
33992,Aloys,Bashian,F,939,113-7853,MOROVIS,PR,687,S,Y,95000,0.0,0,0,0
33993,Vempala,Nishizeki,M,609,781-3492,RIVER EDGE,NJ,7661,S,N,70000,2.1885417,1000,0,0
33994,Svein,Basart,M,651,459-7645,CHASKA,MN,55318,S,Y,10000,5.35,3300,0,3300
33995,Hani,Canning,F,864,972-2747,DUNCAN,SC,29334,S,N,15000,7.0,3300,0,0
33996,Hiromichi,Musil,F,503,600-8763,BLUE RIVER,OR,97413,M,N,90000,9.0,0,318,0
33997,Daria,Pietrzykowski,F,302,688-5087,WILMINGTON,DE,19894,S,N,95000,5.95,110,0,0
33998,Dorrit,Madanlal,F,208,566-5700,CLARK FORK,ID,83811,M,N,60000,7.8,0,6600,0
33999,Aniello,Leguy,F,406,621-6824,HAMMOND,MT,59332,M,Y,75000,6.9,0,3800,1900
34000,Jaroslaw,Frisby,M,704,221-3782,RUTHERFORDTON,NC,28139,S,N,25000,6.256993,3300,0,0
34001,Gershon,Chubb,F,864,144-2979,RAVENEL,SC,29470,S,N,20000,7.0,3300,0,0
34002,Mieko,Coste,M,260,418-9464,MILLHOUSEN,IN,47261,S,N,30000,3.4,1000,0,0
34003,Kutluhan,Gryz,M,401,577-5003,WAKEFIELD,RI,2880,S,Y,65000,0.0,0,0,0
34004,Itaru,Zabih,M,302,226-3114,WILMINGTON,DE,19894,S,N,25000,3.5636363,110,0,0
34005,Dongki,Laulhere,M,787,972-4509,TOA ALTA,PR,954,M,Y,10000,0.0,0,0,0
34006,Sunder,Musselman,F,727,447-8175,FORT LAUDERDALE,FL,33334,M,Y,75000,0.0,0,0,0
34007,Quingming,Zullighoven,F,503,860-8981,FOSTER,OR,97345,S,Y,60000,9.0,159,0,159
34008,Fumiko,Krieger,M,580,806-7763,LEQUIRE,OK,74943,M,N,65000,6.25,0,2000,0
34009,Rosine,Schlumberger,M,781,229-1541,LOWELL,MA,1854,M,N,75000,5.3,0,7150,0
34010,Maurice,Erev,F,419,225-2509,BEALLSVILLE,OH,43716,S,Y,10000,0.8779744,1300,0,1300
34011,Aurore,Pelezar,M,304,538-8961,BRAMWELL,WV,24715,M,Y,85000,6.5,0,4000,2000
34012,Rupak,Struckmann,F,907,536-5286,CHICKEN,AK,99732,M,N,15000,0.0,0,0,0
34013,Hyo,Stroud,M,502,901-2286,DAYHOIT,KY,40824,S,Y,15000,2.6666667,20,0,20
